11084	31.0581	-87.0547	25.9	AL	BREWTON
12813	30.5467	-87.8808	7	AL	FAIRHOPE
13160	32.8347	-88.1342	38.1	AL	GAINESVILLE
13511	32.7017	-87.5808	67.1	AL	GREENSBORO
13816	31.87	-86.2542	132	AL	HIGHLAND
15749	34.7442	-87.5997	164.6	AL	MUSCLE
17157	34.1736	-86.8133	243.8	AL	SAINT
17304	34.6736	-86.0536	187.5	AL	SCOTTSBORO
17366	32.41	-87.0153	44.8	AL	SELMA
18024	33.4164	-86.135	136.6	AL	TALLADEGA
18178	31.5411	-87.8833	118.9	AL	THOMASVILLE
18323	31.8075	-85.9722	165.2	AL	TROY
18380	33.2119	-87.6161	51.5	AL	TUSCALOOSA
18438	32.0142	-85.7464	134.1	AL	UNION
18469	34.5667	-85.6128	323.7	AL	VALLEY
20080	32.3697	-112.86	539.5	AZ	AJO
21026	33.3761	-112.5828	271.3	AZ	BUCKEYE
21248	36.1533	-109.5394	1709.9	AZ	CANYON
21514	33.2058	-111.6819	434.3	AZ	CHANDLER
21614	34.3494	-111.6981	807.7	AZ	CHILDS
23160	35.2681	-111.7428	2239.4	AZ	FT
23596	36.0528	-112.1503	2068.1	AZ	GRAND
24089	34.9094	-110.1544	1549.9	AZ	HOLBROOK
24645	35.2	-114.0167	1078.7	AZ	KINGMAN
24849	36.8644	-111.6022	978.4	AZ	LEES
25512	33.4044	-110.87	1085.1	AZ	MIAMI
26250	34.1547	-114.2897	128	AZ	PARKER
26353	31.9356	-109.8378	1325.9	AZ	PEARCE
26796	34.5706	-112.4322	1586.5	AZ	PRESCOTT
27281	33.6731	-111.1508	672.1	AZ	ROOSEVELT
27370	33.08	-111.7417	391.7	AZ	SACATON
27390	32.815	-109.6808	900.4	AZ	SAFFORD
27435	34.5172	-109.4028	1764.8	AZ	SAINT
27716	35.3322	-112.8797	1600.2	AZ	SELIGMAN
28619	31.7056	-110.0569	1405.1	AZ	TOMBSTONE
28815	32.2292	-110.9536	742.2	AZ	TUCSON
29271	33.8169	-109.9833	1560.6	AZ	WHITERIVER
29287	33.9792	-112.7403	638.6	AZ	WICKENBURG
29359	35.2406	-112.1903	2057.4	AZ	WILLIAMS
29652	32.6114	-114.635	58.2	AZ	YUMA
30936	34.8822	-91.2153	56.4	AR	BRINKLEY
31596	35.0842	-92.4289	96	AR	CONWAY
31632	36.4197	-90.5858	91.4	AR	CORNING
32356	36.4164	-93.7917	432.8	AR	EUREKA
32444	36.1006	-94.1744	387.1	AR	FAYETTEVILLE
32930	36.4261	-94.4481	384	AR	GRAVETTE
34572	36.4947	-91.535	153	AR	MAMMOTH
34756	34.5731	-94.2494	344.4	AR	MENA
35186	35.6042	-91.2744	69.5	AR	NEWPORT
35512	35.5125	-93.8683	253	AR	OZARK
35754	34.2256	-92.0189	65.5	AR	PINE
35820	36.2639	-90.9681	96	AR	POCAHONTAS
35908	33.8203	-93.3878	93.9	AR	PRESCOTT
36253	33.81	-91.2703	45.7	AR	ROHWER
36928	35.3028	-93.6369	152.4	AR	SUBIACO
40693	37.8744	-122.2589	94.5	CA	BERKELEY
40924	33.6131	-114.5972	81.7	CA	BLYTHE
41048	32.9544	-115.5581	-30.5	CA	BRAWLEY
41614	41.5336	-120.1736	1423.4	CA	CEDARVILLE
41715	39.6911	-121.8211	56.4	CA	CHICO
41758	32.64	-117.0858	17.1	CA	CHULA
41912	39.0911	-120.9481	725.4	CA	COLFAX
42239	32.9897	-116.5872	1414.3	CA	CUYAMACA
42294	38.535	-121.7761	18.3	CA	DAVIS
42319	36.4622	-116.8669	-59.1	CA	DEATH
42728	38.3306	-120.6706	217.9	CA	ELECTRA
42910	40.8097	-124.1603	6.1	CA	EUREKA
42941	34.7042	-118.4275	932.7	CA	FAIRMONT
43161	39.5092	-123.7567	37.5	CA	FT
43257	36.78	-119.7194	101.5	CA	FRESNO
43747	36.3219	-119.6356	74.7	CA	HANFORD
43761	41.8042	-123.3758	341.4	CA	HAPPY
43875	38.6175	-122.8731	32.9	CA	HEALDSBURG
44232	36.7981	-118.2036	1204	CA	INDEPENDENCE
44259	33.7086	-116.2153	-6.4	CA	INDIO
44713	39.3183	-120.6392	1571.5	CA	LAKE
44890	36.3817	-119.0264	156.4	CA	LEMON
44997	37.6922	-121.7692	146.3	CA	LIVERMORE
45032	38.1061	-121.2878	12.2	CA	LODI
45385	39.1458	-121.5853	17.4	CA	MARYSVILLE
45532	37.2858	-120.5117	46.6	CA	MERCED
45983	41.3206	-122.3081	1094.2	CA	MT
46074	38.2778	-122.2647	10.7	CA	NAPA
46118	34.7675	-114.6189	271.3	CA	NEEDLES
46175	33.6025	-117.8803	3	CA	NEWPORT
46399	34.4478	-119.2275	227.1	CA	OJAI
46506	39.7458	-122.1997	77.4	CA	ORLAND
46508	41.3089	-123.5317	122.8	CA	ORLEANS
46719	34.1483	-118.1447	263.3	CA	PASADENA
46730	35.6278	-120.6856	213.4	CA	PASO
46826	38.2578	-122.6078	6.1	CA	PETALUMA
47195	39.9367	-120.9475	1042.4	CA	QUINCY
47304	40.5175	-122.2986	151.5	CA	REDDING
47306	34.0528	-117.1894	401.7	CA	REDLANDS
47851	35.3056	-120.6639	96	CA	SAN
47902	34.4167	-119.6844	1.5	CA	SANTA
47916	36.9906	-121.9911	39.6	CA	SANTA
47965	38.4381	-122.6978	53	CA	SANTA
48702	40.4167	-120.6631	1275.3	CA	SUSANVILLE
48758	39.1678	-120.1428	1898.9	CA	TAHOE
48839	35.0233	-118.7497	434.3	CA	TEJON
49087	33.7025	-117.7539	71.6	CA	TUSTIN
49122	39.1467	-123.2103	193.9	CA	UKIAH
49200	38.3956	-121.9608	33.5	CA	VACAVILLE
49452	35.5975	-119.3531	105.2	CA	WASCO
49490	40.7222	-122.9331	599.8	CA	WEAVERVILLE
49699	39.5231	-122.3058	71	CA	WILLOWS
49855	37.75	-119.5897	1224.7	CA	YOSEMITE
49866	41.7036	-122.6408	800.1	CA	YREKA
50848	39.9919	-105.2667	1671.5	CO	BOULDER
51294	38.46	-105.2256	1635.6	CO	CANON
51528	39.2203	-105.2783	2097	CO	CHEESMAN
51564	38.8236	-102.3486	1295.4	CO	CHEYENNE
51741	39.2425	-107.9631	1822.7	CO	COLLBRAN
52184	37.6742	-106.3247	2396.9	CO	DEL
52281	39.6261	-106.0353	2763	CO	DILLON
52446	38.4775	-102.7808	1284.7	CO	EADS
53005	40.6147	-105.1314	1525.2	CO	FT
53038	40.26	-103.8156	1328.6	CO	FT
53146	39.1653	-108.7331	1378.9	CO	FRUITA
53662	38.5258	-106.9675	2323.8	CO	GUNNISON
53951	37.7717	-107.1097	2757.8	CO	HERMIT
54076	38.0494	-102.1236	1033.3	CO	HOLLY
54770	38.0936	-102.6306	1105.5	CO	LAMAR
54834	38.0636	-103.2153	1185.7	CO	LAS
55322	37.1742	-105.9392	2343.9	CO	MANASSA
55722	38.4858	-107.8792	1764.5	CO	MONTROSE
57167	38.0392	-103.6933	1271	CO	ROCKY
57337	38.0858	-106.1444	2347.3	CO	SAGUACHE
57936	40.4883	-106.8233	2094	CO	STEAMBOAT
58204	37.9492	-107.8733	2643.2	CO	TELLURIDE
58429	37.1786	-104.4869	1837.9	CO	TRINIDAD
59243	40.0583	-102.2189	1121.7	CO	WRAY
62658	41.95	-73.3667	167.6	CT	FALLS
63207	41.3506	-72.0394	12.2	CT	GROTON
67970	41.1247	-73.5475	57.9	CT	STAMFORD
68138	41.795	-72.2283	198.1	CT	STORRS
72730	39.2583	-75.5167	9.1	DE	DOVER
73595	38.8161	-75.5761	13.7	DE	GREENWOOD
75915	38.8983	-75.425	10.7	DE	MILFORD
76410	39.6694	-75.7514	27.4	DE	NEWARK
79605	39.7739	-75.5414	82.3	DE	WILMINGTON
80211	29.7258	-85.0206	6.1	FL	APALACHICOLA
80228	27.2181	-81.8739	9.1	FL	ARCADIA
80478	27.8986	-81.8433	38.1	FL	BARTOW
80611	26.6928	-80.6711	6.1	FL	BELLE
82220	30.7244	-86.0939	74.7	FL	DE
82850	25.8489	-81.3897	1.5	FL	EVERGLADES
82915	29.755	-81.5389	1.5	FL	FEDERAL
82944	30.6589	-81.4636	4	FL	FERNANDINA
83163	26.1019	-80.2011	4.9	FL	FT
83186	26.585	-81.8614	4.6	FL	FT
83207	27.4622	-80.3539	7.6	FL	FT
84289	28.8031	-82.3125	12.2	FL	INVERNESS
84570	24.555	-81.7522	1.2	FL	KEY
84731	30.1853	-82.5942	59.4	FL	LAKE
85275	30.4517	-83.4119	36.6	FL	MADISON
86414	29.0803	-82.0778	22.9	FL	OCALA
86997	30.4781	-87.1869	34.1	FL	PENSACOLA
87020	25.5819	-80.4361	3	FL	PERRINE
87851	28.3378	-82.26	57.9	FL	SAINT
88758	30.3931	-84.3533	16.8	FL	TALLAHASSEE
88824	28.1586	-82.7644	2.4	FL	TARPON
88942	28.6242	-80.8158	1.5	FL	TITUSVILLE
90140	31.5339	-84.1489	54.9	GA	ALBANY
90586	30.8228	-84.6175	57.9	GA	BAINBRIDGE
91340	31.1681	-81.5022	4	GA	BRUNSWICK
91500	31.1903	-84.2036	53.3	GA	CAMILLA
92318	33.5972	-83.8436	234.4	GA	COVINGTON
92475	34.5292	-83.99	475.5	GA	DAHLONEGA
92966	32.2003	-83.2058	121.9	GA	EASTMAN
93621	34.3006	-83.86	356.6	GA	GAINESVILLE
93754	31.9881	-81.9522	61	GA	GLENNVILLE
94170	33.2842	-83.4681	74.7	GA	HAWKINSVILLE
95874	33.0831	-83.2497	112.2	GA	MILLEDGEVILLE
95882	32.8703	-81.9672	59.4	GA	MILLEN
96335	33.4544	-84.8178	272.5	GA	NEWNAN
97276	30.7836	-83.5692	56.4	GA	QUITMAN
97600	34.2453	-85.1514	200.9	GA	ROME
97847	32.13	-81.21	14	GA	SAVANNAH
98535	32.6875	-84.5197	195.1	GA	TALBOTTON
98703	31.4461	-83.4767	115.8	GA	TIFTON
98740	34.5786	-83.3319	308.5	GA	TOCCOA
99141	33.4028	-82.6222	149.4	GA	WARRENTON
99157	33.7264	-82.7058	189	GA	WASHINGTON
99186	31.2514	-82.3128	44.2	GA	WAYCROSS
99291	32.8694	-85.1892	175.3	GA	WEST
100010	42.9536	-112.8253	1342.6	ID	ABERDEEN
100448	43.5936	-115.9236	986	ID	ARROWROCK
100470	44.0425	-111.2739	1588.6	ID	ASHTON
100803	42.3353	-111.385	1817.8	ID	BERN
101408	44.5733	-116.6753	807.7	ID	CAMBRIDGE
101956	47.6789	-116.8017	650.1	ID	COEUR
102845	46.5022	-116.3217	303.3	ID	DWORSHAK
103143	46.0931	-115.5356	475.5	ID	FENN
103631	42.9403	-115.3231	751.6	ID	GLENNS
103732	42.5872	-111.7275	1691.6	ID	GRACE
104140	42.5972	-114.1378	1237.5	ID	HAZELTON
104295	42.3528	-114.5739	1379.2	ID	HOLLISTER
104670	42.7325	-114.5192	1140	ID	JEROME
104831	47.5311	-116.1267	707.1	ID	KELLOGG
104845	43.6842	-114.3603	1795.3	ID	KETCHUM
105241	46.3747	-117.0156	437.7	ID	LEWISTON
105275	42.1231	-111.3139	1806.2	ID	LIFTON
105462	43.9181	-113.6317	1797.4	ID	MACKAY
105559	42.1492	-112.2872	1362.5	ID	MALAD
105685	44.5664	-113.8953	1539.2	ID	MAY
106152	46.7244	-116.9608	810.8	ID	MOSCOW
106305	43.6039	-116.5753	752.9	ID	NAMPA
106388	44.9647	-116.2864	1179.6	ID	NEW
106542	42.2342	-113.8981	1389.6	ID	OAKLEY
106891	44.0772	-116.9297	655.3	ID	PAYETTE
107264	48.9958	-116.5031	541	ID	PORTHILL
107386	48.3514	-116.8358	725.4	ID	PRIEST
108080	45.1875	-113.9008	1198.2	ID	SALMON-KSRA
108137	48.2928	-116.5578	640.1	ID	SANDPOINT
110072	41.1961	-90.7478	219.5	IL	ALEDO
110187	37.4814	-89.2344	195.1	IL	ANNA
110338	41.7806	-88.3092	201.2	IL	AURORA
111280	39.2883	-89.8703	189.3	IL	CARLINVILLE
111436	39.4761	-88.1653	198.1	IL	CHARLESTON
112140	40.1389	-87.6483	170.1	IL	DANVILLE
112193	39.8275	-88.9525	189	IL	DECATUR
